,cast,directors,genres,movie_id,original_title,plot,writers
3398,"['Willem Dafoe', 'Norman Reedus', 'Sean Patrick Flanery']",,"['Action', 'Thriller', 'Crime']",8374,The Boondock Saints,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands. ",
3399,"['Louis Koo', 'Gordon Lam Ka-Tung', 'Dada Chan']",,"['Crime', 'Thriller']",277519,Z 風暴,"This is a story about the biggest financial fraud attempted in Hong Kong, directed at the Government of Hong Kong and involved all 7 million Hong Kong citizens... no one is free from the scheme. Within the four decades of guarding Hong Kong's financial integrity, the ICAC has never come across an opponent so huge and so well organized as in the Z Torrent file... shadowy figures from the underworld of South America, Italy and Europe all ready to plot against the estimated 150 million dollars of Hong Kong citizens' tax money which was pooled in a fund called the WELFARE FUND. High profile chartered accountants, high ranking law enforcers, power lawyers, the super entrepreneurs; they all have their shares of play but none can really grasp the big picture; they are there only for what they desire most. ",
3400,"['Val Kilmer', 'Bruce Dern', 'Ben Chaplin']",,"['Horror', 'Thriller']",78381,Twixt,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated. ",
3401,"['Ivan Okhlobystin', 'Dmitriy Nagiev', 'Lyudmila Artemeva']",,"['Animation', 'Fantasy']",164372,Снежная королева,"The ice-cold Snow Queen wishes to turn the world into a frozen landscape, with no light, no joy, no happiness, and no free will. A young man, Kai, is rumored to be the son of a man who is the queen's only remaining threat. He is abducted and held captive in the queen's palace, and it's up to his sister, Gerda, to rescue him. Gerda journeys across an icy land, facing difficult obstacles and meeting wonderful new friends that help her in her quest to set Kai free, defeat the Snow Queen, and save the world from eternal frost. ",
3402,"['Dee Dee Greene', 'Ben Diskin', 'Lindsay Torrance']",,"['Family', 'Animation', 'Comedy']",294512,Alpha and Omega: The Legend of the Saw Tooth Cave,"The Alphas and Omegas share a thrilling adventure after Runt discovers the Saw Tooth Cave. Runt finds a wolf in need and lends a helping paw. Stars Ben Diskin &amp; Kate Higgins.  American computer-animated action-comedy/fantasy film exclusively from Walmart. It is the fourth film in the Alpha and Omega franchise and the sequel to Alpha and Omega, A Howl-iday Adventure, and The Great Wolf Games. ",
3403,"['Clint Eastwood', 'Michael Moriarty', 'Carrie Snodgress']",,"['Romance', 'Western']",8879,Pale Rider,A small gold mining camp is terrorised by a ruthless land owner wanting to take their land. Clint Eastwood arrives riding a pale horse just as a young girl is praying to God to help the miners. He is revealed to be a preacher with mysterious and possible otherworldly origins who teams up with the miners to defeat the land owner and the corrupt sheriff. ,
3404,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge']",,"['Adventure', 'Science Fiction']",13001,Stargate: The Ark of Truth,"SG-1 searches for an ancient weapon which could help them defeat the Ori, and discover it may be in the Ori's own home galaxy. As the Ori prepare to send ships through to the Milky Way to attack Earth, SG-1 travels to the Ori galaxy aboard the Odyssey. The International Oversight committee have their own plans and SG-1 finds themselves in a distant galaxy fighting two powerful enemies. ",
3405,"['Jason London', 'Rory Cochrane', 'Wiley Wiggins']",,"['Comedy', 'Drama']",9571,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge. ",
3406,"['Zac Efron', 'Vanessa Hudgens', 'Ashley Tisdale']",,"['Comedy', 'Drama', 'Family']",13649,High School Musical 2,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show. ",
3407,"['Dane DeHaan', 'Tatiana Maslany', 'Gordon Pinsent']",,"['Drama', 'Romance']",325373,Two Lovers and a Bear,"Set in a small town near the North Pole where roads lead to nowhere, the story follows Roman and Lucy, two burning souls who come together to make a leap for life and inner peace. ",
3408,"['Dan Stevens', 'John Travolta', 'Michael Pitt']",,"['Thriller', 'Crime', 'Drama']",334527,Criminal Activities,Four young men make a risky investment together that puts them in trouble with the mob. ,
3409,"['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek']",,"['Drama', 'History', 'Romance']",2211,Aimee & Jaguar,"Berlin 1943/44 (""The Battle of Berlin""). Felice, an intelligent and courageous Jewish woman who lives under a false name, belongs to an underground organization. Lilly, a devoted mother of four, though an occasional unfaithful wife, is desperate for love. An unusual and passionate love between them blossoms despite the danger of persecution and nightly bombing raids. The Gestapo is on Felice's trail. Her friends flee, she decides to sit out the war with Lilly. One hot day in August 1944, the Gestapo is waiting in Lilly's flat... ",
3410,"['Jamie Bell', 'Camilla Belle', 'Justin Chatwin']",,"['Comedy', 'Drama']",13919,The Chumscrubber,"The Chumscrubber is a dark comedy about the lives of people who live in upper-class suburbia. It all begins when Dean Stiffle finds the body of his friend, Troy. He doesn't bother telling any of the adults because he knows they won't care. Everyone in town is too self consumed to worry about anything else than themselves. And everybody is on some form of drug just to get through their days. ",
3411,"['Stuart Townsend', 'Gabriel Byrne', 'Thandie Newton']",,"['Action', 'Thriller', 'Crime']",14576,Shade,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea. ",
3412,"['Jennifer Lawrence', 'Max Thieriot', 'Elisabeth Shue']",,"['Horror', 'Thriller']",82505,House at the End of the Street,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over. ",
3413,"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette']",,"['Drama', 'War', 'Mystery']",46738,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love. ",
3414,"['Fabrizio Bentivoglio', 'Laura Morante', 'Monica Bellucci']",,"['Drama', 'Comedy', 'Romance']",38970,Ricordati di me,"The story of a normal Italian family in which come out the dreams of those who have lost their possibilities and of those who want to realize them. Carlo and Giulia are a married couple who have each given up their aspirations in order to live an average life. Their 19-year-old son, Paolo, is having trouble finding an identity, while their 18-year-old daughter, Valentina, has already figured out how to use sex to her advantage. The family goes through a crisis when Carlo begins having an affair, Giulia attempt to seduce the director of a local stage production she is in, and Valentina does what she does best to land an audition for a TV show ",
3415,"['Cillian Murphy', 'Brendan Gleeson', 'Jim Broadbent']",,"['Action', 'Comedy', 'Crime']",41009,Perrier’s Bounty,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies. ,
3416,"['Wagner Moura', 'Caio Junqueira', 'André Ramiro']",,"['Drama', 'Action', 'Crime']",7347,Tropa de Elite,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged. ",
3417,"['Annabelle Wallis', 'Ward Horton', 'Tony Amendola']",,['Horror'],250546,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle. ",
3418,"['Rocky McKenzie', 'Geoffrey Rush', 'Jessica Mauboy']",,"['Comedy', 'Drama', 'Foreign']",38415,Bran Nue Dae,"In the Summer of 1965 a young man is filled with the life of the idyllic old pearling port Broome - fishing, hanging out with his mates and his girl. However his mother returns him to the religious mission for further schooling. After being punished for an act of youthful rebellion, he runs away from the mission on a journey that ultimately leads him back home. ",
3419,"['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube']",,"['Crime', 'Drama']",650,Boyz n the Hood,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis. ,
3420,"['Lou Diamond Phillips', 'Danielle von Zerneck', 'Elizabeth Peña']",,"['Drama', 'Music']",16620,La Bamba,Biographical story of the rise from nowhere of singer Ritchie Valens whose life was cut short by a plane crash. ,
